OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
95521,No Damage,10068.0,Cohasset ,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,11-20,<30',254271.0,1977.0,"10068 COHASSET RD, COHASSET, CA 95973",39.930771,-121.7299141
94757,No Damage,100.0,stage coach ,Drive,,CA,0.0,KRN,Kern,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,0.0,0.0,,35.4460988,-118.5478449
60635,Destroyed (>50%),22120.0,Yankee Valley,Road,Unincorporated,CA,0.0,LNU,Lake,Hidden Valley lake,9/12/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,115350.0,,22120 YANKEE VALLEY RD HIDDEN VALLEY LAKE CA 95467,38.7904524737142,-122.524995160364
117210,No Damage,471.0,N Sunnyside,Avenue,Sierra Madre,CA,91024.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,>50',259856.0,1953.0,"471 N SUNNYSIDE AVE, SIERRA MADRE, CA 91024",34.1702984,-118.0660052
122459,No Damage,21249.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,Malibu,1/7/2025 8:02:01 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,1.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,30-50',355000.0,1942.0,"21247 PACIFIC COAST HWY, MALIBU, CA 90265",34.0374432,-118.6379574
103414,No Damage,2225.0,Santa Anita,Avenue,Sierra Madre,CA,91024.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,393711.0,1935.0,"2225 SANTA ANITA AVE, SIERRA MADRE, CA 91024",34.1708769,-118.0331513
66865,Destroyed (>50%),5555.0,Crestone,Circle,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown, , , ,,,,251722.0,1973.0,5555 CRESTONE CT VENTURA CA,34.2907428996534,-119.221140416876
130626,No Damage,741.0,Muskingum,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,62466.0,1951.0,"741 MUSKINGUM AVE, PACIFIC PALISADES, CA 90272",34.0484311,-118.5362833
27686,No Damage,353.0,Laurel Lake,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,380780.0,2016.0,353 LAUREL LAKE FOREST CA 92630,33.673026769751,-117.687164902048
26920,No Damage,25861.0,Wright,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,6388714.0,,25861 WRIGHT LAKE FOREST CA 92610,33.682842263764,-117.678902266337
76232,Destroyed (>50%),12127.0,Highway 128,Other,Unincorporated,CA,,LNU,Sonoma,Calistoga ,10/23/2019 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,>30,50,267258.0,0.0,HWY 128 CALISTOGA CA 94515,38.6423502347428,-122.746127294769
951,Destroyed (>50%),18188.0,Lawson Hills,Road,,CA,0.0,MVU,San Diego,,9/5/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,55000.0,0.0,18188 LAWSON HILLS RD JAMUL CA 91935,32.7607065655691,-116.754690123729
110909,No Damage,460.0,E Calaveras ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,146684.0,1916.0,"460 E CALAVERAS ST, ALTADENA, CA 91001",34.1860764,-118.1406234
31347,Destroyed (>50%),5981.0,Kibler,Road,Paradise Southeast A,CA,,BTU,Butte,paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,135868.0,1976.0,5981  KIBLER RD   PARADISE CA 95969,39.763381506109,-121.582256970922
124239,Destroyed (>50%),1786.0,Palisades ,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Multi Family Residence Multi Story,Multiple Residence,5.0,Tile,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,Combustible,Non Combustible,,,360732.0,1978.0,"1832 PALISADES DR, PACIFIC PALISADES, CA 90272",34.0756323,-118.5602612
118742,No Damage,3796.0,Alzada,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,174222.0,1962.0,"3796 ALZADA RD, ALTADENA, CA 91001",34.2069305,-118.1462632
57390,No Damage,2112.0,Joyce,Lane,Unincorporated,CA,0.0,LNU,Solano,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Multi Pane, , , ,,,,256584.0,1977.0,2112 JOYCE LN,38.3028784690889,-122.142388393153
34443,Destroyed (>50%),5051.0,Circle,Lane,Paradise Central Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,21-30,,60000.0,1987.0,5151  CIRCLE LN   PARADISE CA 95969,39.7352852983372,-121.596451710664
14003,No Damage,2455.0,Calistoga,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,540720.0,1988.0,2455 CALISTOGA RD SANTA ROSA CA 95404,38.5024522618751,-122.652929390915
69266,Destroyed (>50%),1821.0,Sansone,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,104506.0,,1821 SANSONE DR SANTA ROSA CA 95403,38.4712886800764,-122.747661370237
112999,No Damage,975.0,New York,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,197948.0,1959.0,"975 NEW YORK DR, ALTADENA, CA 91001",34.17875,-118.1302205
64694,Destroyed (>50%),3809.0,Sedgemoore ,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Single Pane, , , ,,,,485230.0,,3809 SEDGEMOORE DR SANTA ROSA CA 95404,38.4884072732478,-122.692549572148
111107,No Damage,2358.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,234600.0,1927.0,"2358 MARENGO AVE, ALTADENA, CA 91001",34.1858755,-118.1439043
12387,No Damage,2155.0,Pickett ,Road,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,,14999937.0,1946.0,2155 PICKETT RD CALISTOGA CA 94515,38.5854279244878,-122.55341716964
112577,Destroyed (>50%),2312.0,Norwic,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,130173.0,1971.0,"2312 NORWIC PL, ALTADENA, CA 91001",34.1855342,-118.1295259
20298,Destroyed (>50%),22.0,Asoleado,Drive,,CA,,BEU,Monterey,Carmel Valley,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,319920.0,1990.0,22 ASOLEADO DR CARMEL VALLEY CA 93924,36.411696575872,-121.636894244742
57932,Destroyed (>50%),2943.0,Bennett Valley,Road,Unincorporated,CA,0.0,LNU,Sonoma,,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,35245.0,1940.0,2943 OLD BENNETT RIDGE RD,38.391838341783,-122.594670232938
59931,Destroyed (>50%),1121.0,Mt. George,Avenue,Unincorporated,CA,0.0,LNU,Napa,Napa,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Unknown,Unknown, , , ,,,,30423.0,1937.0,1121 MOUNT GEORGE AVE,38.3334030582251,-122.235299535903
6058,No Damage,33071.0,Linson ,,,CA,0.0,FKU,Fresno,Tollhouse,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,97113.0,1992.0,33071 LINSON RD TOLLHOUSE CA 93667,37.0413027630476,-119.387245827242
68753,Destroyed (>50%),3852.0,Skyfarm,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,1178476.0,,3852 SKYFARM DR SANTA ROSA CA 95403,38.4959634070088,-122.719925424106
102119,No Damage,1209.0,Arno,Drive,Sierra Madre,CA,91024.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,303372.0,1979.0,"1209 ARNO DR, SIERRA MADRE, CA 91024",34.171629,-118.0316828
4226,Destroyed (>50%),1694.0,Bald Rock ,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,40946.0,1972.0,"1694 BALD ROCK RD, BERRY CREEK CA 95916",39.6347849590253,-121.375531612802
54345,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,140371.0,1999.0,6297 DIMITRI CT MAGALIA CA 95954,39.8013009836524,-121.602312610632
64505,Destroyed (>50%),0.0,Beechwood,,Unincorporated,CA,0.0,KRN,Kern,,6/24/2016 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,,,Combustible,Unknown, , , ,,,,63433.0,,       ,35.637789288059,-118.457929433835
86291,No Damage,874.0,27N098 ,Road,Taylorsville,CA,95983.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,,18419.0,,874 27N09B TAYLORSVILLE CA 95983,40.1853868833552,-120.718676733401
20501,No Damage,17451.0,Cachagua,Road,Carmel Valley ,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,>30,,254849.0,1979.0,17451 CACHAGUA RD CARMEL VALLEY CA 93924,36.4205200739861,-121.675385237375
67059,Destroyed (>50%),0.0,St Helena Creek,Lane,Unincorporated,CA,0.0,LNU,Lake,Middletown,9/12/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unenclosed,Unscreened,Fire Resistant,, , , ,,,,84660.0,,21350 ST HELENA CREEK RD MIDDLETOWN CA 95461,38.7492649065127,-122.608906597017
104977,No Damage,2945.0,Stonehill,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Concrete,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',206636.0,1943.0,"2945 STONEHILL DR, ALTADENA, CA 91001",34.1979174,-118.1182405
15854,No Damage,6161.0,Pleasants Valley,Road,,CA,,LNU,Solano,Vacaville ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,213809.0,1963.0,6161 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.3531462170592,-122.025478883351
30288,Destroyed (>50%),6290.0,Johnson,Drive,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,39579.0,1948.0,6270  JOHNSON DR   PARADISE CA 95969,39.7657838877439,-121.56980004186
8134,No Damage,40819.0,Wild Iris ,Lane,,CA,0.0,FKU,Fresno,Shaver Lake ,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,40812 WILD IRIS LN SHAVER LAKE CA 93664,37.0585691666941,-119.326446333355
64538,Destroyed (>50%),3701.0,Seclusion,,LAKE ISABELLA,CA,0.0,KRN,Kern,Lake Isabella,6/24/2016 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Combustible,,Unknown,Combustible,, , , ,,,,116052.0,,3701 SECLUSION RD LAKE ISABELLA,35.6272367353521,-118.414191051946
111929,Destroyed (>50%),2516.0,Olive,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,215892.0,1932.0,"2516 OLIVE AVE, ALTADENA, CA 91001",34.1887553,-118.157199
27383,No Damage,11002.0,Bee Canyon,Road,,CA,,ORC,Orange,Irvine,10/26/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,No Eaves,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,2000523.0,,11002 BEE CYN IRVINE CA ,33.7160761869109,-117.71066918132
121295,No Damage,20556.0,Little Rock,Way,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,244763.0,1958.0,"20556 LITTLE ROCK WAY, MALIBU, CA 90265",34.0418438,-118.620259
117148,Destroyed (>50%),3213.0,Lincoln,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,,,36817.0,1957.0,"3213 LINCOLN AVE, ALTADENA, CA 91001",34.200615,-118.1596249
81650,No Damage,2782.0,Blitzen,Road,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,121982.0,,2782 BLITZEN RD SOUTH LAKE TAHOE CA 96150,38.8280177271079,-120.018498411127
45807,Destroyed (>50%),6661.0,Fuhrmann,Drive,Paradise Northeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,11-20,>50',95000.0,1978.0,6661  FUHRMANN DR   PARADISE CA 95969,39.778014766465,-121.584777169299
14199,No Damage,850.0,Keyes,Avenue,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,182496.0,1972.0,850 KEYES AVE ANGWIN CA 94508,38.5778943882216,-122.465174807678
126906,Destroyed (>50%),871.0,Kagawa,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,682259.0,1941.0,"871 KAGAWA ST, PACIFIC PALISADES, CA 90272",34.0456528,-118.5180457
68308,Destroyed (>50%),12220.0,Henno,Road,Unincorporated,CA,0.0,LNU,Sonoma,Glenn Ellen,10/8/2017 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,93591.0,1916.0,12150 HENNO RD,38.3833915597755,-122.529125767652
66111,Destroyed (>50%),12175.0,Mead ,Road,Unincorporated,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,56796.0,,12175 MEAD RD MIDDLETOWN CA 95461,38.7775450307035,-122.681363498702
32252,Destroyed (>50%),5617.0,Pentz,Road,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,100125.0,1973.0,5617  PENTZ RD   PARADISE CA 95969,39.7436756557708,-121.573172071299
33584,Destroyed (>50%),5970.0,Acron,Way,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',200689.0,1987.0,5970  ACORN CT   PARADISE CA 95969,39.7656228164257,-121.628946477521
9929,Destroyed (>50%),0.0,BUCKHORN RD,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1970.0,"1016 BUCKHORN RD, HAPPY CAMP CA 96039",41.8044495001412,-123.384920700068
93604,No Damage,19475.0,Mira Monte,Road,,CA,0.0,TCU,Tuolumne,,8/10/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,148777.0,1989.0,"19475 MIRA MONTE RD, TUOLUMNE, CA 95379",37.9753613,-120.2217038
48485,Destroyed (>50%),30473.0,Mulholland Hwy,,Los Angeles County,CA,,LAC,Los Angeles,Seminole Springs Mobile Home Park ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,192855.0,1971.0,30473 MULHOLLAND HWY AGOURA HILLS CA 91301,34.1105085606555,-118.791452446161
44740,Destroyed (>50%),5586.0,Cherry ,Lane,Paradise Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,119583.0,1965.0,5586  CHERRY LN   PARADISE CA 95969,39.7500392498005,-121.580874549938
44868,Destroyed (>50%),1631.0,Corners,Court,Paradise Northeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,135000.0,1993.0,1631  CONNERS CT   PARADISE CA 95969,39.7963075217902,-121.580025302432
105247,Destroyed (>50%),972.0,Concha,Street,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,No Patio Cover/Carport,Non Combustible,,,79503.0,1926.0,"972 CONCHA ST, ALTADENA, CA 91001",34.1988247,-118.1293361
121259,Destroyed (>50%),3811.0,Topanga Canyon,Lane,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unknown,Unknown,Wood,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,,,"3811 TOPANGA CANYON LN, MALIBU, CA 90265",34.0398297,-118.582549
21029,Destroyed (>50%),901.0,Kings Highway,Other,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Unknown,No Fence,,,328634.0,1989.0,910 KINGS HWY BOULDER CREEK CA 95006,37.1651247287716,-122.150318306357
122277,Destroyed (>50%),16808.0,Charmel,Lane,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Wood,Wood,Combustible,Combustible,,,991678.0,1970.0,"16808 CHARMEL LN, PACIFIC PALISADES, CA 90272",34.0606948,-118.5519304
85115,No Damage,6162.0,Highway 70,Other,Storrie,CA,95980.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,0-10,,84858.0,,6162 STATE HIGHWAY 70 STORRIE CA 95980,39.9332791168076,-121.315314699733
