OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
48288,Destroyed (>50%),32918.0,Calle da la Burrita,,Malibu,CA,,LAC,Los Angeles,Malibu,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,341993.0,1960.0,32918 CALLE DE LA BURRITA MALIBU CA 90265,34.0432982586526,-118.891617393202
33400,Destroyed (>50%),6106.0,Fern,Lane,Paradise Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Unknown,No Fence,11-20,,369092.0,1963.0,6106  FERN LN   PARADISE CA 95969,39.7675938464485,-121.61884207
63280,Destroyed (>50%),11208.0,Loch Haven ,Road,Unincorporated,CA,0.0,LNU,Sonoma,Franz Valley,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,710513.0,,11208 LOCH HAVEN DR SANTA ROSA CA 95404,38.5585522389001,-122.705376202865
90749,No Damage,30402.0,La Vue,Other,Laguna Niguel,CA,92677.0,ORC,Orange,,5/11/2022 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Concrete,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,419270.0,1989.0,"30402 LA VUE, LAGUNA NIGUEL, CA 92677",33.52145037,-117.72615621
38933,Destroyed (>50%),5365.0,Clark ,Road,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,128821.0,1957.0,5369  CLARK RD   PARADISE CA 95969,39.7427941251837,-121.608518143868
7235,No Damage,41921.0,Auberry ,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,146230.0,1963.0,41921 AUBERRY RD AUBERRY CA 93602,37.0815567595097,-119.42082887971
59607,Destroyed (>50%),375.0,Treehaven,Lane,Unincorporated,CA,0.0,LNU,Sonoma,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,,,,334237.0,1975.0,375 TREEHAVEN LN,38.41937424865,-122.55809512133
110953,Destroyed (>50%),2312.0,Glenrose,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,54400.0,1910.0,"2312 GLENROSE AVE, ALTADENA, CA 91001",34.1854582,-118.1546144
51501,Destroyed (>50%),11191.0,Bird Valley,Drive,Unincorporated,CA,,SHU,Shasta,Shasta,7/23/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,11-20,>50',25500.0,0.0,11139 BIRD VALLEY DR SHASTA CA 96087,40.6098794168753,-122.499972266528
32885,Destroyed (>50%),14053.0,Pineland,Circle,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,<30',46135.0,1979.0,14061  PINELAND CIR   MAGALIA CA 95954,39.8183392191618,-121.595886496077
12461,Destroyed (>50%),2555.0,Madrona,Avenue,,CA,,LNU,Napa,St. Helena ,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Unknown,No Eaves,Unknown,Unknown,Unknown,No Deck/Porch,Unknown,No Patio Cover/Carport,No Fence,,,9914729.0,,2555 MADRONA AVE SAINT HELENA CA 94574,38.5010180648059,-122.497152170983
92911,No Damage,13299.0,Mono,Way,Sonora,CA,95370.0,TCU,Tuolumne,,7/2/2023 10:11:00 PM,Fire,Fire Retardant Drop,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,31310.0,1955.0,"13299 MONO WAY, SONORA, CA 95370",37.97527198,-120.35463405
3801,Destroyed (>50%),406.0,Onyett,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,,0.0,1900.0,No Address Available,39.5782728115937,-121.325969289433
64685,Destroyed (>50%),1693.0,Hopper,Avenue,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,,,,161982.0,,1693 HOPPER AVE SANTA ROSA CA 95403,38.4793216137061,-122.753670440125
45391,Destroyed (>50%),6211.0,Virginia ,Way,Paradise Northeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,30-50',68270.0,1935.0,6211  VIRGINIA WAY   PARADISE CA 95969,39.7710471880252,-121.585303349392
29610,Destroyed (>50%),6315.0,Ruby,Lane,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',61195.0,1973.0,6315  RUBY LN   PARADISE CA 95969,39.7736668830746,-121.615696399844
112773,Destroyed (>50%),763.0,Deodara,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,199236.0,1946.0,"763 DEODARA DR, ALTADENA, CA 91001",34.187311,-118.13387
46894,Destroyed (>50%),5703.0,Paradise,Avenue,Paradise Central Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,137700.0,1957.0,5703  PARADISE AVE   PARADISE CA 95969,39.7539219522173,-121.597376804727
16745,No Damage,1285.0,Steele Canyon,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,214916.0,1984.0,1285 STEELE CANYON RD NAPA CA 94558,38.5172230858809,-122.194755080769
38947,Destroyed (>50%),868.0,Buschmann ,Road,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,155416.0,1948.0,868  BUSCHMANN RD   PARADISE CA 95969,39.7481132498007,-121.617016767005
118972,Destroyed (>50%),2919.0,Marengo ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,62334.0,1947.0,"2919 MARENGO AVE, ALTADENA, CA 91001",34.1947934,-118.1399836
7865,No Damage,41051.0,Cold Springs,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,   ,37.0841358051508,-119.320603427541
28267,No Damage,28452.0,Markuson,Road,,CA,,ORC,Orange,Silverado ,12/2/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,<30',929295.0,2007.0,28452 MARKUSON RD SILVERADO CA,33.7086532604832,-117.634497105436
26870,No Damage,29.0,Exploration ,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,874347.0,2008.0,29 EXPLORATION IRVINE CA 92618,33.7048418660172,-117.717693094153
121411,Destroyed (>50%),21516.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,Malibu,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,,,1628656.0,1968.0,"21516 PACIFIC COAST HWY, MALIBU, CA 90265",34.0380288,-118.6433343
120362,Destroyed (>50%),20495.0,Roca Chica,Drive,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,377804.0,1967.0,"20495 ROCA CHICA DR, MALIBU, CA 90265",34.0391792,-118.6169745
130502,No Damage,23501.0,Saddle Peak ,Road,Topanga,CA,90290.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Infrastructure,Infrastructure,,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,"23501 SADDLE PEAK RD, TOPANGA, CA 90290",34.0835368,-118.6392875
1444,No Damage,36846.0,Mendocino Pass,Road,Covelo,CA,,MEU,Mendocino,Covelo ,8/17/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,0-10,,117226.0,,36846 MENDOCINO PASS RD COVELO CA 95428,39.8202176020482,-123.02967295398
72353,Destroyed (>50%),2439.0,Soda Canyon,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown, , , ,,,,1622943.0,1991.0,2439 SODA CANYON RD,38.4176703119275,-122.297994666381
19923,Destroyed (>50%),3805.0,Putah Creek ,Road,,CA,,LNU,Solano,Winters,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,227216.0,,3805 PUTAH CREEK RD WINTERS CA 95694,38.4875298057522,-122.019667400605
108456,Destroyed (>50%),1188.0,Rubio,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,236759.0,1911.0,"1188 RUBIO ST, ALTADENA, CA 91001",34.1914062,-118.1262688
19109,No Damage,5255.0,Mill Creek,Road,,CA,,LNU,Sonoma,Healdsburg,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,150436.0,1983.0,5255 MILL CREEK RD HEALDSBURG CA 95448,38.572504999291,-122.952193685628
121606,Destroyed (>50%),18239.0,Coastline,Drive,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,315761.0,1974.0,"18239 COASTLINE DR, MALIBU, CA 90265",34.0431334,-118.5727454
98889,No Damage,2081.0,Alborada ,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,287057.0,1999.0,"2081 ALBORADA DR, CAMARILLO, CA 93010",34.2412661,-119.0555222
129268,Destroyed (>50%),14594.0,Gallaudet,Place,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Unknown,,,70183.0,1959.0,"14594 GALLAUDET PL, PACIFIC PALISADES, CA 90272",34.0454507,-118.5162883
95980,No Damage,3.0,Lassen,Trail,,CA,0.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,,40.0879041,-121.8757231
16718,No Damage,1616.0,Capell Valley ,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,223724.0,1992.0,1616 CAPELL VALLEY RD NAPA CA 94558,38.4588167359429,-122.221524454028
117953,Destroyed (>50%),339.0,W Loma Alta,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,109279.0,1981.0,"339 1/2 W LOMA ALTA DR, ALTADENA, CA 91001",34.2035838,-118.1506959
51024,Destroyed (>50%),1410.0,Ridge,Drive,,CA,,SHU,Shasta,Redding,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,64203.0,1941.0,1410 RIDGE DR REDDING CA 96001,40.5804577857646,-122.429263193535
104999,No Damage,697.0,Woodland ,Drive,Sierra Madre,CA,91024.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,,,113698.0,1916.0,"697 WOODLAND DR, SIERRA MADRE, CA 91024",34.1732204,-118.0427452
16568,No Damage,1850.0,Capell Cross ,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,515668.0,1992.0,1850 CAPELL CROSS RD NAPA CA 94558,38.4705241425608,-122.227437372739
49251,Destroyed (>50%),389.0,Lofty Hill,Drive,Los Angeles County,CA,,LAC,Los Angeles,,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Ignition Resistant,Single Pane,Masonry/Concrete,Unknown,Non Combustible,Unknown,,,0.0,0.0,389 LOFTYHILL DR MALIBU CA 90265,34.0888686105946,-118.8171400969
6072,No Damage,32812.0,Mission,Road,,CA,0.0,MMU,Madera,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,32993 ROAD 228 NORTH FORK CA 93643,37.2240428334646,-119.478401123837
51820,Destroyed (>50%),11306.0,Tanstaafl ,Lane,Unincorporated,CA,,SHU,Shasta,Shasta ,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',144450.0,0.0,11306 TANSTAAFL LN REDDING CA 96001,40.6169501625476,-122.471437614803
82034,No Damage,2362.0,Rainbow ,Road,South Lake Tahoe,CA,96150.0,AEU,El Dorado,Rainbow ,8/14/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,,12390.0,,2362 RAINBOW RD SOUTH LAKE TAHOE CA 96150,38.8400957180816,-120.020955933148
109511,Destroyed (>50%),2244.0,Glenrose,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,127827.0,1924.0,"2244 GLENROSE AVE, ALTADENA, CA 91001",34.1843806,-118.1544418
19937,Destroyed (>50%),3805.0,Putah Creek ,Road,,CA,,LNU,Solano,Winters,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,0-10,>50',227216.0,,3805 PUTAH CREEK RD WINTERS CA 95694,38.4879916532502,-122.020627868527
26035,No Damage,0.0,Del Valle,Road,,CA,,SCU,Alameda,,8/18/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,0.0,,DEL VALLE RD LIVERMORE CA 94550,37.5124609718447,-121.681538117658
74549,Destroyed (>50%),1.0,Mountain High ,Trail,Redding,CA,,SHU,Shasta,,8/22/2019 12:00:00 AM,Fire,Fire Retardant Drop,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,10272.0,0.0,21414 MOUNTAIN HIGH TRL REDDING CA 96003,40.6988766731071,-122.262892791838
36562,Destroyed (>50%),1230.0,Bennett,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,220540.0,1989.0,1230  BENNETT RD   PARADISE CA 95969,39.7395936985376,-121.601109662262
76228,No Damage,1125.0,Red Tail,Road,Unincorporated,CA,,LNU,Sonoma,Healdsburg,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,628779.0,1999.0,1125 RED TAIL RD HEALDSBURG CA 95448,38.5839213627518,-122.826417087116
24895,Destroyed (>50%),325.0,Daffodil ,Lane,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Motor Home,Single Residence,,Unknown,Unknown,No Vents,Other,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,184961.0,1981.0,325 DAFFODIL LN DAVENPORT CA 95017,37.1743511665971,-122.299619447439
38266,Destroyed (>50%),1347.0,Manhattan ,Drive,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,,164639.0,1986.0,1347  MANHATTAN DR   PARADISE CA 95969,39.7430359806463,-121.596804783605
34807,Destroyed (>50%),13750.0,West Park,Drive,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Triple Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,,278753.0,2006.0,13750 W PARK DR   MAGALIA CA 95954,39.8083260958443,-121.601063642468
97589,No Damage,2773.0,Preston ,Drive,Running Springs,CA,92382.0,BDU,San Bernardino,,9/5/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,99710.0,1963.0,"2773 PRESTON DR, RUNNING SPRINGS, CA 92382",34.2032702,-117.1100885
1294,No Damage,28550.0,N. Highway 101,,Willits,CA,,MEU,Mendocino,,9/7/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Metal,No Eaves,No Vents,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,137727.0,,28550 N HIGHWAY 101 WILLITS CA 95490,39.480344594653,-123.363691138352
19222,No Damage,14955.0,Stewarts Point Skaggs Springs,Road,,CA,,LNU,Sonoma,Healdsburg,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1919.0,,14955 STEWARTS PT SKAGGS SPGS RD HEALDSBURG CA 95448,38.6402029446259,-123.080200067964
67556,Destroyed (>50%),3598.0,Stallion ,Drive,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,,,,623355.0,,3598 STALLION DR SANTA ROSA CA 95404,38.5082094952315,-122.709599109354
108850,Destroyed (>50%),1268.0,Sunny Oaks,Circle,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,239145.0,1951.0,"1268 SUNNY OAKS CIR, ALTADENA, CA 91001",34.196248,-118.1225004
29044,Destroyed (>50%),6141.0,North Libby,Road,Paradise Central Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Unknown,Wood,No Deck/Porch,Non Combustible,No Fence,,,0.0,0.0,NULL  NULL    UNKNOWN CA 00000,39.769405425742,-121.594795900898
113228,Destroyed (>50%),3184.0,Grandeur,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,58628.0,1959.0,"3184 GRANDEUR AVE, ALTADENA, CA 91001",34.1993189,-118.1512186
108421,Destroyed (>50%),2631.0,Homepark,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,251940.0,1953.0,"2631 HOMEPARK AVE, ALTADENA, CA 91001",34.1910018,-118.1298822
48601,Destroyed (>50%),28944.0,Crags,Drive,Los Angeles County,CA,,LAC,Los Angeles,Malibu Lakes,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,,,53704.0,1964.0,28944 CRAGS DR AGOURA HILLS CA 91301,34.1030238753533,-118.755758916917
52944,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,, , , , , , , , ,,,,242120.0,1975.0,1122 ELLIOTT RD PARADISE CA 95969,39.7591951359269,-121.60547676632
102606,No Damage,3030.0,Lincoln ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,3.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,720102.0,1946.0,"3012 LINCOLN AVE, ALTADENA, CA 91001",34.1975634,-118.1580698
37105,Destroyed (>50%),5379.0,Filbert,Street,Paradise Central Southwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,Non Combustible,,,145511.0,1970.0,5397  FILBERT ST   PARADISE CA 95969,39.7434892562626,-121.633459299997
44803,Destroyed (>50%),5656.0,Cathy,Lane,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,281279.0,1990.0,5656  CATHY LN   PARADISE CA 95969,39.7529456840118,-121.601943580916
